"probe_id","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","group"
"1622893_at","IM3",-0.542859160067243,12.2273459074638,-4.33368212153017,0.000535000851459275,0.00375496194777275,-1.15063395718161,"female"
"1622908_a_at",NA,-1.2264642988674,6.97631008936256,-16.1103263339419,3.51530678725075e-11,4.19006881962114e-09,15.9382889980724,"female"
"1622920_at","trp",0.472449853125313,8.70643102783933,6.8455106854739,4.35798900249863e-06,7.31555425822446e-05,3.79318629291708,"female"
"1622932_s_at","sn",0.383263315041738,8.76862426815913,5.61292740275896,4.17563513608588e-05,0.000464144499114953,1.45816517412491,"female"
"1622946_at","CG6908",-0.685974934872465,10.6509034156128,-7.64728339857664,1.11942825372568e-06,2.39722082085979e-05,5.20315056334583,"female"
"1622949_at","peb",-0.611151384654306,8.57192726558836,-7.80865666396119,8.60280101301249e-07,1.93864785729623e-05,5.47658965410577,"female"
"1622950_a_at","MFS16",-0.94932447528673,9.75094759161068,-21.1345230923171,5.93377315356099e-13,1.4057108600786e-10,20.0770460567826,"female"
"1622959_at","clos",-0.46959763386566,7.89937196992626,-6.78238301308166,4.86809401422868e-06,7.96719497043714e-05,3.6784993116552,"female"
"1622960_at","Decay",-0.706890271816167,9.31764423096869,-11.6946220113577,3.70656979986937e-09,2.14167411119282e-07,11.1348529241633,"female"
"1622974_at","CG4000",0.684331644891181,9.80004995690264,8.06912463355926,5.66386640070193e-07,1.39223859956035e-05,5.91077564008237,"female"
"1622992_at","twe",0.678884999941546,6.9900355797897,4.49567097452235,0.000383638885541983,0.00286361723465603,-0.812833627636881,"female"
"1623000_at","CG33093",0.714931091117687,4.5811849183022,6.34545302659197,1.06312523349685e-05,0.000152639010797215,2.86999400654768,"female"
"1623018_at","CG12780",-0.950329771360354,9.45426815715825,-10.8836814793596,1.01871821045277e-08,4.95044808320534e-07,10.0860562682516,"female"
"1623019_a_at","Unc-89",0.392958435605336,8.93224307535904,5.10563706029102,0.000112249940925686,0.00103925788003107,0.44223051249264,"female"
"1623020_at","CG31937",-0.381009409755616,9.99904186689831,-7.57729753565203,1.25616676219183e-06,2.6104026838881e-05,5.08349677117285,"female"
"1623023_at","Slip1",0.468993569643354,9.44207298931443,8.11311636997187,5.28227702800258e-07,1.32070863106471e-05,5.98324303365957,"female"
